direction,train_domain,test_domain,seed,mode,best_epoch,val_F1,cross_P,cross_R,cross_F1,cross_attn_iou,cross_attn_gap
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,16,abs,80,0.7219512195121951,0.13192612137203166,0.102880658436214,0.11560693641618497,0.12493285645036618,0.13638516296578734
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,17,none,75,0.748898678414097,0.08513189448441247,0.14609053497942387,0.10757575757575757,nan,nan
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,17,abs,65,0.8067226890756303,0.06827731092436974,0.1337448559670782,0.09040333796940195,0.14939276324026543,0.22852986921777224
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,18,none,75,0.7586206896551724,0.12840466926070038,0.06790123456790123,0.08882907133243606,nan,nan
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,18,abs,50,0.793103448275862,0.08237232289950576,0.102880658436214,0.09149130832570905,0.12815800372747982,0.15646273355086918
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,19,none,80,0.6857142857142857,0.08617021276595745,0.16666666666666666,0.11360448807854137,nan,nan
augmented_utilities→images-selected-shuangquxian,augmented_utilities,images-selected-shuangquxian,19,abs,80,0.7511737089201878,0.10789980732177264,0.11522633744855967,0.11144278606965173,0.13282444814378713,0.23511367524582705
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,10,none,75,0.7666666666666666,0.20261437908496732,0.08516483516483517,0.11992263056092844,nan,nan
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,10,abs,80,0.6704225352112676,0.3465346534653465,0.09615384615384616,0.15053763440860216,0.09157496441837054,0.08718022203154885
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,11,none,70,0.7147540983606556,0.273972602739726,0.054945054945054944,0.09153318077803203,nan,nan
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,11,abs,80,0.705539358600583,0.3,0.08241758241758242,0.12931034482758622,0.052105243735931214,0.041002380105347444
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,12,none,80,0.7210884353741497,0.2375,0.1043956043956044,0.1450381679389313,nan,nan
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,12,abs,65,0.6437499999999998,0.18779342723004694,0.10989010989010989,0.1386481802426343,0.05395369984465578,0.03576799210655029
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,13,none,80,0.7195467422096318,0.3111111111111111,0.11538461538461539,0.1683366733466934,nan,nan
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,13,abs,80,0.7337278106508875,0.23557692307692307,0.1346153846153846,0.17132867132867133,0.08172050077218808,0.07611924685681096
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,14,none,75,0.7573529411764706,0.41025641025641024,0.04395604395604396,0.07940446650124071,nan,nan
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,14,abs,80,0.7337662337662336,0.23853211009174313,0.07142857142857142,0.10993657505285413,0.06017849868533126,0.04778056637714391
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,15,none,80,0.6132596685082872,0.16901408450704225,0.06593406593406594,0.09486166007905139,nan,nan
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,15,abs,60,0.7142857142857143,0.3333333333333333,0.027472527472527472,0.05076142131979695,0.06344806921607551,0.05059159030750873
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,16,none,70,0.6233766233766234,0.2733812949640288,0.1043956043956044,0.1510934393638171,nan,nan
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,16,abs,80,0.6923076923076923,0.0995260663507109,0.11538461538461539,0.1068702290076336,0.056315698776494914,0.048868588630196275
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,17,none,65,0.6599999999999999,0.25,0.027472527472527472,0.0495049504950495,nan,nan
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,17,abs,80,0.689873417721519,0.44680851063829785,0.057692307692307696,0.10218978102189781,0.07179674648144763,0.06101092407506688
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,18,none,65,0.7090301003344482,0.3090909090909091,0.046703296703296704,0.08114558472553698,nan,nan
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,18,abs,75,0.7070063694267514,0.19205298013245034,0.07967032967032966,0.11262135922330095,0.06134515890613452,0.04981287631221215
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,19,none,80,0.7076923076923076,0.16119402985074627,0.14835164835164835,0.15450643776824033,nan,nan
images-selected-shuangquxian→augmented_utilities,images-selected-shuangquxian,augmented_utilities,19,abs,75,0.7554179566563467,0.32857142857142857,0.12637362637362637,0.18253968253968253,0.08387720570461688,0.07961116676379662
