hm_sigma,lambda_size,lr,hm_thresh,best_val_loss,global_iou,pixel_precision,pixel_recall,pixel_f1,mean_image_iou
2.0,0.5,0.001,0.2,0.631478,0.38045154957229,0.48285835057509624,0.6420731887702275,0.5511986997155628,0.3516982486833764
2.0,0.5,0.001,0.3,0.631478,0.3934395725621021,0.5468029887414222,0.5838140598960645,0.5647027403401341,0.35286051927565354
2.0,1.0,0.0005,0.1,0.662488,0.1521815584607302,0.1632795667617772,0.6912601445631058,0.2641624617981889,0.16703444578361326
2.0,1.0,0.0005,0.2,0.662488,0.28857835507376134,0.4889835453378457,0.4131881785640328,0.4479019128910363,0.2798314918419526
2.0,1.0,0.0005,0.3,0.662488,0.3099136358107286,0.6356469238061973,0.3768600420081058,0.4731817844142337,0.29998458279856083
2.0,1.0,0.001,0.1,0.602988,0.18842846441947567,0.21301430415033754,0.6201421964519914,0.3171052697926069,0.2031654757314363
2.0,1.0,0.001,0.2,0.602988,0.3005601623396811,0.41322847128857526,0.5243420209251645,0.46220109002720716,0.27015456531118887
2.0,1.0,0.001,0.3,0.602988,0.26702021735599635,0.4846888418893803,0.37287617469849815,0.4214932227572677,0.23739824778906451
2.0,2.0,0.0005,0.1,0.723754,0.16782757492639472,0.1838924212929518,0.6576635209892613,0.28741841437846244,0.1768181668271745
2.0,2.0,0.0005,0.2,0.723754,0.309960765268956,0.4682504440497336,0.47833032571073575,0.47323671591845895,0.2762597474343689
2.0,2.0,0.0005,0.3,0.723754,0.25068916218415044,0.5574720719454788,0.312970249188928,0.40088164152051586,0.24514772679532912
2.0,2.0,0.001,0.1,0.660776,0.15836314722108594,0.16867261574068737,0.7215237306353479,0.2734257345824567,0.14585216758970876
2.0,2.0,0.001,0.2,0.660776,0.34302256143683424,0.4476457665360408,0.5947598339397884,0.5108217408795445,0.30039746410029505
2.0,2.0,0.001,0.3,0.660776,0.2933798636899169,0.5461334517844005,0.3879734540326795,0.45366388008071484,0.28000837840629944
2.5,0.5,0.0005,0.1,0.755457,0.15141101805063306,0.16157536146575463,0.7064757565896518,0.2630008149600229,0.15483443045410486
2.5,0.5,0.0005,0.2,0.755457,0.31159884049241426,0.40667223505134376,0.571339821909298,0.4751435132032147,0.286829062431934
2.5,0.5,0.0005,0.3,0.755457,0.38022691764513245,0.5523663214232618,0.5495666065142147,0.550962907307814,0.3511742231569973
2.5,0.5,0.001,0.1,0.549106,0.23619836558032736,0.26457188162681566,0.6877397469652595,0.3821366734608894,0.24509742170875165
2.5,0.5,0.001,0.2,0.549106,0.39382818805488295,0.5220451183122843,0.6159019416422605,0.5651029178918796,0.34773807690583863
2.5,0.5,0.001,0.3,0.549106,0.33456612705524325,0.5394602330811695,0.46833121320592846,0.5013856118069961,0.31454551901939815
2.5,1.0,0.0005,0.1,0.646644,0.16083317809561265,0.1733843075710131,0.6896133479276987,0.2770995542347697,0.1789357162863117
2.5,1.0,0.0005,0.2,0.646644,0.3611122337630845,0.4655828252826846,0.6167598536619038,0.5306134568561078,0.3184353751283278
2.5,1.0,0.0005,0.3,0.646644,0.3879884176460569,0.5565959360003128,0.5615576526738258,0.5590657857276091,0.3466017754316985
2.5,1.0,0.001,0.1,0.575653,0.22171744165330481,0.24660045079632428,0.68723683302271,0.36296026248632884,0.23293999001244586
2.5,1.0,0.001,0.2,0.575653,0.372880004905267,0.49645696932094635,0.5996805017306156,0.5432084429418096,0.34427340315279503
2.5,1.0,0.001,0.3,0.575653,0.31554855008313,0.5387848399941012,0.4323284915540041,0.47972163408669394,0.31008153215784123
2.5,2.0,0.0005,0.1,0.745203,0.14902577556183502,0.160514249162951,0.6755514796517075,0.2593950087655195,0.1570282761617334
2.5,2.0,0.0005,0.2,0.745203,0.33577466565733033,0.4823995359712882,0.5248745180408051,0.5027414792181236,0.3043564891771733
2.5,2.0,0.0005,0.3,0.745203,0.33224369621017663,0.5863176125766054,0.4339752881894112,0.4987731556250673,0.30199751372382333
2.5,2.0,0.001,0.1,0.593014,0.23597893838869355,0.27046479718015926,0.6492125945428907,0.3818494491440636,0.24096742306483598
2.5,2.0,0.001,0.2,0.593014,0.3672392530544305,0.5370182405865368,0.5373783392006627,0.5371982295476277,0.3187413731577159
2.5,2.0,0.001,0.3,0.593014,0.32003222382002844,0.5750483637495096,0.4191639795284442,0.4848854718014236,0.30722802062896115
