hm_sigma,lambda_size,lr,hm_thresh,best_val_loss,global_iou,pixel_precision,pixel_recall,pixel_f1,mean_image_iou
2.0,0.5,0.0005,0.3,0.666706,0.34018655735608583,0.5489070004699841,0.4721967478231715,0.5076704515335603,0.3257682535185332
2.0,0.5,0.001,0.1,0.652544,0.19023927912523061,0.21020068240719447,0.6670315258014574,0.3196656041549014,0.1959721317743371
2.0,0.5,0.001,0.2,0.652544,0.3220734773557048,0.46301476922530393,0.514106243035628,0.48722477664386377,0.27651846202575375
2.0,0.5,0.001,0.3,0.652544,0.3427753553240355,0.5133803940336603,0.5077458608210317,0.5105475818646042,0.2952500788853106
2.0,1.0,0.0005,0.1,0.663951,0.1436749400260057,0.1502708349454461,0.76598723979134,0.251251356478509,0.14560444067776174
2.0,1.0,0.0005,0.2,0.663951,0.3570052602237665,0.4477883703380619,0.6378033507874055,0.5261663616026032,0.30691644515302496
2.0,1.0,0.0005,0.3,0.663951,0.30418280079115245,0.50872390980246,0.43070141703399106,0.4664726457159641,0.2933165395000765
2.0,1.0,0.001,0.1,0.674562,0.18056180535335623,0.20464674411240188,0.6053999151949038,0.30589132146166953,0.19901966076611446
2.0,1.0,0.001,0.2,0.674562,0.31542259657275634,0.4415659851301115,0.5247463242907434,0.47957606535659086,0.30825142103743897
2.0,1.0,0.001,0.3,0.674562,0.31795504883628045,0.5467532467532468,0.43175655020757525,0.48249756183570347,0.29848359823216847
2.0,2.0,0.0005,0.1,0.751598,0.14571474527022935,0.15603114494118384,0.6878778017730182,0.2543647899649941,0.14831089952266532
2.0,2.0,0.0005,0.2,0.751598,0.36535780746630026,0.5302967229778789,0.5401591574712303,0.5351825074253557,0.3193556937057232
2.0,2.0,0.0005,0.3,0.751598,0.3174402389679268,0.5827923894795747,0.41079194154364995,0.4819045746114559,0.30326586913769626
2.0,2.0,0.001,0.1,0.727278,0.28597343673324915,0.32568185357898694,0.7010916190870633,0.4447579219983048,0.2716876439099353
2.0,2.0,0.001,0.2,0.727278,0.3421192788423402,0.44573217093461875,0.5954303858631876,0.5098194836116786,0.3088461127782606
2.0,2.0,0.001,0.3,0.727278,0.3095678926413676,0.5127746904328175,0.43857054107623583,0.47277868429864517,0.2914142931489566
2.5,0.5,0.0005,0.1,0.70737,0.14628173958972526,0.1540845254799609,0.742843337376367,0.2552282471883084,0.14881059220075615
2.5,0.5,0.0005,0.2,0.70737,0.36285700198454274,0.49177246909455397,0.5805697719137355,0.5324946072202199,0.30945889776526975
2.5,0.5,0.0005,0.3,0.70737,0.3959469548832083,0.5867031924981562,0.5491031368024535,0.5672808031825753,0.33402315311150754
2.5,0.5,0.001,0.1,0.641092,0.1313376743438241,0.1415988836935184,0.6444299815598221,0.23218120870941555,0.13013965104576874
2.5,0.5,0.001,0.2,0.641092,0.2736139448762251,0.40498197655643126,0.4575530771430544,0.42966543508255317,0.2698734524513701
2.5,0.5,0.001,0.3,0.641092,0.2842926802504612,0.4828256944848873,0.40877042471575503,0.44272257347915245,0.2759170689740248
2.5,1.0,0.0005,0.1,0.729695,0.13063536105647655,0.13714280446886176,0.7335542210257472,0.23108309815183847,0.13202387826275191
2.5,1.0,0.0005,0.2,0.729695,0.3074102218691352,0.42482656568228105,0.5265706199646975,0.47025825058893467,0.2917708703147469
2.5,1.0,0.0005,0.3,0.729695,0.31735364605962074,0.523065373065373,0.4465777199262393,0.481804786450271,0.27448032796522265
2.5,1.0,0.001,0.1,0.588255,0.14287859159038066,0.15440172633989518,0.6568844974311945,0.2500328427563893,0.15678344781959086
2.5,1.0,0.001,0.2,0.588255,0.3040177282118499,0.41039270666206834,0.5397844372787425,0.46627852004548725,0.3003058680726953
2.5,1.0,0.001,0.3,0.588255,0.3250162840469512,0.4992597886568993,0.4822057213856758,0.49058458821995043,0.3259764542448088
2.5,2.0,0.0005,0.1,0.689569,0.17305327893896766,0.18704887714663143,0.6981431628356457,0.2950476027746927,0.18231188508503796
2.5,2.0,0.0005,0.2,0.689569,0.3514915301422839,0.47643188790996044,0.5727105089291877,0.5201535078881022,0.2998299298670434
2.5,2.0,0.0005,0.3,0.689569,0.3769094807018959,0.542016603686057,0.5530376988235758,0.5474716907458025,0.3117569483539707
2.5,2.0,0.001,0.1,0.623801,0.15132985489651724,0.16359666582226565,0.6686783224368645,0.26287836496712563,0.15804164983460844
2.5,2.0,0.001,0.2,0.623801,0.2735319022031452,0.3729225809730562,0.5064935064935064,0.42956427197457553,0.26988219789773854
2.5,2.0,0.001,0.3,0.623801,0.3234096932979932,0.5071248330117263,0.4716642507075309,0.4887521905511248,0.30704387231469077
