seed,mode,lr,lam_att,best_epoch,val_P,val_R,val_F1,val_attn_iou
13,abs,0.0002,0.5,140,0.8070175438596491,0.7931034482758621,0.8,0.3437751004016064
13,abs,0.0002,0.7,130,0.8245614035087719,0.8103448275862069,0.8173913043478261,0.3050969131371141
13,abs,0.0002,1.0,130,0.9130434782608695,0.7241379310344828,0.8076923076923076,0.3426812585499316
13,abs,0.0002,3,115,0.8392857142857143,0.8103448275862069,0.8245614035087718,0.34220354808590103
13,abs,0.0002,5,130,0.8461538461538461,0.7586206896551724,0.8,0.33572110792741167
13,abs,0.0002,7,55,0.8135593220338984,0.8275862068965517,0.8205128205128206,0.2975147928994083
13,abs,0.0002,10,120,0.8392857142857143,0.8103448275862069,0.8245614035087718,0.35189759712553337
13,abs,0.0005,0.1,115,0.8909090909090909,0.8448275862068966,0.8672566371681416,0.30951821386603995
13,abs,0.0005,0.3,135,0.9019607843137255,0.7931034482758621,0.8440366972477066,0.3063651200746095
13,abs,0.0005,0.5,135,0.8771929824561403,0.8620689655172413,0.8695652173913043,0.3517671517671518
13,abs,0.0005,0.7,95,0.9183673469387755,0.7758620689655172,0.8411214953271028,0.35225778167470406
13,abs,0.0005,1.0,115,0.8888888888888888,0.8275862068965517,0.8571428571428572,0.3509411050394657
13,abs,0.0005,3,125,0.7727272727272727,0.8793103448275862,0.8225806451612904,0.35612480739599384
13,abs,0.0005,5,150,0.8,0.896551724137931,0.8455284552845529,0.3682941531042797
13,abs,0.0005,7,145,0.78125,0.8620689655172413,0.8196721311475409,0.331397945511389
13,abs,0.0005,10,105,0.8166666666666667,0.8448275862068966,0.8305084745762712,0.33071774751903993
13,abs,0.001,0.1,135,0.9791666666666666,0.8103448275862069,0.8867924528301887,0.37286038358424417
13,abs,0.001,0.3,125,0.864406779661017,0.8793103448275862,0.8717948717948718,0.3582980361956103
13,abs,0.001,0.5,145,0.8833333333333333,0.9137931034482759,0.8983050847457628,0.3546084400587865
13,abs,0.001,0.7,140,0.9591836734693877,0.8103448275862069,0.8785046728971961,0.3829871414441147
13,abs,0.001,1.0,110,0.9056603773584906,0.8275862068965517,0.8648648648648648,0.3710653753026634
13,abs,0.001,3,135,0.8596491228070176,0.8448275862068966,0.8521739130434783,0.33857048019473335
13,abs,0.001,5,115,0.9411764705882353,0.8275862068965517,0.8807339449541284,0.3697123519458545
13,abs,0.001,7,100,0.7936507936507936,0.8620689655172413,0.8264462809917354,0.36874732791791365
13,abs,0.001,10,120,0.9038461538461539,0.8103448275862069,0.8545454545454546,0.35052248977737394
14,none,0.0002,-,115,0.7719298245614035,0.8148148148148148,0.7927927927927928,nan
14,none,0.0005,-,85,0.8103448275862069,0.8703703703703703,0.8392857142857144,nan
14,none,0.001,-,140,0.8867924528301887,0.8703703703703703,0.8785046728971964,nan
14,abs,0.0002,0.1,105,0.8245614035087719,0.8703703703703703,0.8468468468468469,0.3468219125787364
14,abs,0.0002,0.3,120,0.7704918032786885,0.8703703703703703,0.817391304347826,0.3667590027700831
14,abs,0.0002,0.5,150,0.8392857142857143,0.8703703703703703,0.8545454545454546,0.3907884151246983
14,abs,0.0002,0.7,125,0.8035714285714286,0.8333333333333334,0.8181818181818182,0.3620727673649394
14,abs,0.0002,1.0,125,0.8181818181818182,0.8333333333333334,0.8256880733944955,0.30638195777351246
14,abs,0.0002,3,50,0.75,0.8333333333333334,0.7894736842105262,0.3677309007981756
14,abs,0.0002,5,50,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.3505400254129606
14,abs,0.0002,7,100,0.8545454545454545,0.8703703703703703,0.8623853211009175,0.39925078864353314
